ID,REGION,DIVISION,STATE,FAMILY INCOME,HOUSEHOLD LANGUAGE,HOUSEHOLD INCOME,WORKERS IN FAMILY,PERSONS IN FAMILY
2010001058283,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001097533,Midwest,East North Central,17,Non-Family,English only,11.9,Non-Family,Non-Family
2010001242835,Midwest,East North Central,17,Non-Family,English only,10.1,Non-Family,Non-Family
2010001273448,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000148137,Midwest,East North Central,17,Non-Family,English only,10.64,Non-Family,Non-Family
2011000392867,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000485509,Midwest,East North Central,17,Non-Family,English only,10.22,Non-Family,Non-Family
2011000615780,Midwest,East North Central,17,10.91,English only,10.91,0,2
2011000751181,Midwest,East North Central,17,11.3,English only,11.3,1,4
2011000797656,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000855715,Midwest,East North Central,17,12.17,English only,12.17,3+,4
2011001332777,Midwest,East North Central,17,9.91,Other Non-English,11.28,1,5
2012000216850,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000601330,Midwest,East North Central,17,8.42,English only,8.42,0,3
2012000632484,Midwest,East North Central,17,10.27,Other Non-English,10.27,0,2
2012000645431,Midwest,East North Central,17,Non-Family,English only,9.4,Non-Family,Non-Family
2012000652479,Midwest,East North Central,17,Non-Family,English only,5.78,Non-Family,Non-Family
2012000672836,Midwest,East North Central,17,12.42,English only,12.42,3+,4
2012000834344,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001066436,Midwest,East North Central,17,10.97,Other Non-English,10.97,1,2
2012001236357,Midwest,East North Central,17,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000061527,Midwest,East North Central,17,Non-Family,English only,10.68,Non-Family,Non-Family
2013000096290,Midwest,East North Central,17,9.5,Other Non-English,9.5,1,2
2013000241353,Midwest,East North Central,17,11.09,Other Non-English,11.09,3+,4
2013000535726,Midwest,East North Central,17,Non-Family,English only,10.39,Non-Family,Non-Family
2013000774321,Midwest,East North Central,17,11.59,Other Non-English,11.59,3+,3
2013000789805,Midwest,East North Central,17,10.68,English only,10.68,2,3
2013000878392,Midwest,East North Central,17,11.67,English only,11.67,2,2
2013001273691,Midwest,East North Central,17,11.84,Other Non-English,11.84,3+,4
2013001389416,Midwest,East North Central,17,10.53,Other Non-English,10.53,3+,5
2009000021130,Midwest,East North Central,18,11.98,Other Non-English,11.98,2,2
2009000089038,Midwest,East North Central,18,11.68,English only,11.68,2,2
2009001025430,Midwest,East North Central,18,11.02,English only,11.02,1,2
2009001164452,Midwest,East North Central,18,Non-Family,English only,11.88,Non-Family,Non-Family
2009001379618,Midwest,East North Central,18,12.18,English only,12.18,2,2
2010000215888,Midwest,East North Central,18,10.9,Other Non-English,10.9,1,2
2010000258328,Midwest,East North Central,18,Non-Family,English only,11.36,Non-Family,Non-Family
2010000616698,Midwest,East North Central,18,13.58,English only,13.58,1,2
2010000791187,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001284178,Midwest,East North Central,18,Non-Family,English only,10.96,Non-Family,Non-Family
2011000765348,Midwest,East North Central,18,Non-Family,English only,9.91,Non-Family,Non-Family
2011000931673,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000261472,Midwest,East North Central,18,11.56,English only,11.56,0,3
2012000263191,Midwest,East North Central,18,11.17,English only,11.17,0,2
2012000421823,Midwest,East North Central,18,Non-Family,English only,10.42,Non-Family,Non-Family
2012000572664,Midwest,East North Central,18,11.54,English only,11.54,2,5
2012000681454,Midwest,East North Central,18,Non-Family,Other Non-English,11.62,Non-Family,Non-Family
2012000706889,Midwest,East North Central,18,9.36,English only,9.36,1,5
2012001157129,Midwest,East North Central,18,13.08,English only,13.08,2,4
2012001425117,Midwest,East North Central,18,11.59,English only,11.59,2,2
2013000029471,Midwest,East North Central,18,Non-Family,Other Non-English,9.77,Non-Family,Non-Family
2013000211844,Midwest,East North Central,18,10.89,English only,10.89,3+,4
2013001045722,Midwest,East North Central,18,11.32,English only,11.32,2,4
2013001112627,Midwest,East North Central,18,11.16,English only,11.16,3+,3
2013001151887,Midwest,East North Central,18,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000383425,Midwest,West North Central,19,11.27,English only,11.27,1,2
2009000506188,Midwest,West North Central,19,10.93,English only,10.93,2,2
2010000090383,Midwest,West North Central,19,Non-Family,English only,10.61,Non-Family,Non-Family
2010000212988,Midwest,West North Central,19,11.65,English only,11.65,1,4
2010000559911,Midwest,West North Central,19,12.64,English only,12.64,2,2
2010000699160,Midwest,West North Central,19,11.35,English only,11.35,1,2
2010000923966,Midwest,West North Central,19,11.77,Other Non-English,11.77,2,6
2011000304850,Midwest,West North Central,19,Non-Family,English only,10.65,Non-Family,Non-Family
2011000807128,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001463470,Midwest,West North Central,19,13.28,English only,13.28,2,2
2012000554800,Midwest,West North Central,19,10.91,Other Non-English,10.91,2,3
2012000993733,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001031632,Midwest,West North Central,19,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001414040,Midwest,West North Central,19,12.82,English only,12.82,2,5
2009000425189,Midwest,West North Central,20,Non-Family,English only,10.99,Non-Family,Non-Family
2009001055137,Midwest,West North Central,20,11.94,English only,11.94,2,5
2010000827285,Midwest,West North Central,20,12.04,English only,12.73,2,2
2011000570075,Midwest,West North Central,20,13.55,English only,13.55,1,3
2012000251067,Midwest,West North Central,20,10.49,English only,10.49,1,2
2012000325187,Midwest,West North Central,20,11.18,English only,11.18,1,2
2012000954882,Midwest,West North Central,20,11.3,Other Non-English,11.3,2,2
2012001485195,Midwest,West North Central,20,Non-Family,English only,10.75,Non-Family,Non-Family
2013000037752,Midwest,West North Central,20,Non-Family,English only,9.91,Non-Family,Non-Family
2013000124756,Midwest,West North Central,20,12.72,English only,12.72,2,2
2013000922949,Midwest,West North Central,20,Non-Family,English only,9.14,Non-Family,Non-Family
2013001080961,Midwest,West North Central,20,Non-Family,English only,9.69,Non-Family,Non-Family
2013001211723,Midwest,West North Central,20,10.74,English only,10.74,2,4
2009000023408,South,East South Central,21,10.67,English only,10.67,2,4
2009001278600,South,East South Central,21,13.88,English only,13.88,2,2
2009001326898,South,East South Central,21,Non-Family,English only,13.13,Non-Family,Non-Family
2009001366119,South,East South Central,21,Non-Family,English only,10.44,Non-Family,Non-Family
2010000547055,South,East South Central,21,10.11,English only,10.11,0,2
2010001183164,South,East South Central,21,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001205346,South,East South Central,21,11.03,English only,11.06,1,2
2011000233323,South,East South Central,21,11.57,English only,11.57,0,2
2011001317003,South,East South Central,21,Non-Family,English only,10.94,Non-Family,Non-Family
2011001319548,South,East South Central,21,Non-Family,English only,10.8,Non-Family,Non-Family
2011001385371,South,East South Central,21,11.72,Other Non-English,11.72,2,4
2012000067299,South,East South Central,21,Non-Family,English only,10.38,Non-Family,Non-Family
2012001447485,South,East South Central,21,11.34,English only,11.34,2,2
2013000374844,South,East South Central,21,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000105952,South,West South Central,22,12.63,English only,12.63,2,2
2009000196774,South,West South Central,22,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000651326,South,West South Central,22,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000991896,South,West South Central,22,Non-Family,English only,11.87,Non-Family,Non-Family
2011000154142,South,West South Central,22,Non-Family,English only,10.54,Non-Family,Non-Family
2011000195003,South,West South Central,22,11.87,English only,11.87,1,2
2011000337461,South,West South Central,22,11.6,English only,11.6,1,2
2011001080622,South,West South Central,22,Non-Family,English only,9.99,Non-Family,Non-Family
2011001289174,South,West South Central,22,Non-Family,English only,9.54,Non-Family,Non-Family
2012000812881,South,West South Central,22,11.81,English only,11.81,1,5
2012000961726,South,West South Central,22,11.24,English only,11.24,1,5
2013000595563,South,West South Central,22,10.95,English only,10.95,1,2
2013000701114,South,West South Central,22,10.63,English only,10.8,2,2
2013000721419,South,West South Central,22,Non-Family,English only,10.68,Non-Family,Non-Family
2013000833551,South,West South Central,22,11.31,English only,11.31,1,4
2013001170502,South,West South Central,22,11.41,English only,11.41,2,3
2009000082076,Northeast,New England,23,12.55,English only,12.55,1,2
2009000787681,Northeast,New England,23,Non-Family,English only,10.24,Non-Family,Non-Family
2009000819384,Northeast,New England,23,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000928037,Northeast,New England,23,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000983450,Northeast,New England,23,12.09,English only,12.09,2,2
2012001090081,Northeast,New England,23,11.96,English only,11.96,2,2
2012001309807,Northeast,New England,23,Non-Family,English only,9.97,Non-Family,Non-Family
2013000901506,Northeast,New England,23,11.59,English only,11.59,2,2
2013001445105,Northeast,New England,23,10.6,English only,10.6,2,2
2009000161899,South,South Atlantic,24,10.64,English only,10.64,0,2
2009000717319,South,South Atlantic,24,11.25,English only,11.6,1,5
2009000807872,South,South Atlantic,24,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001332224,South,South Atlantic,24,Non-Family,English only,11.15,Non-Family,Non-Family
2009001339376,South,South Atlantic,24,Non-Family,Other Non-English,10.39,Non-Family,Non-Family
2009001374572,South,South Atlantic,24,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000172931,South,South Atlantic,24,10.78,English only,10.78,2,4
2010000197193,South,South Atlantic,24,11.79,English only,11.79,3+,3
2010000901376,South,South Atlantic,24,12.38,Other Non-English,12.38,2,3
2010001119224,South,South Atlantic,24,12.25,English only,12.25,0,2
2010001129546,South,South Atlantic,24,11.56,English only,11.56,2,2
2011000395587,South,South Atlantic,24,Non-Family,English only,12.05,Non-Family,Non-Family
2011000398340,South,South Atlantic,24,Non-Family,English only,9.59,Non-Family,Non-Family
2012000166492,South,South Atlantic,24,11.38,English only,11.38,2,4
2012000206101,South,South Atlantic,24,10.88,English only,10.88,0,2
2012000649304,South,South Atlantic,24,11.41,English only,11.41,2,4
2012000768152,South,South Atlantic,24,11.22,English only,11.22,1,3
2013000220238,South,South Atlantic,24,11.24,Other Non-English,11.24,1,2
2013000237313,South,South Atlantic,24,10.05,Other Non-English,10.05,1,4
2013001046668,South,South Atlantic,24,Non-Family,English only,10.32,Non-Family,Non-Family
2013001180723,South,South Atlantic,24,10.03,English only,10.03,1,3
2013001344704,South,South Atlantic,24,Non-Family,English only,10.96,Non-Family,Non-Family
2009000157065,Northeast,New England,25,12.39,English only,12.39,3+,4
2009000422477,Northeast,New England,25,12.79,English only,12.79,3+,3
2009000881313,Northeast,New England,25,Non-Family,English only,10.71,Non-Family,Non-Family
2009000989626,Northeast,New England,25,Non-Family,English only,10.49,Non-Family,Non-Family
2009000999014,Northeast,New England,25,11.89,Other Non-English,11.89,1,3
2009001158265,Northeast,New England,25,Non-Family,English only,10.95,Non-Family,Non-Family
2010000774004,Northeast,New England,25,12.07,English only,12.73,1,2
2010000940256,Northeast,New England,25,Non-Family,Other Non-English,10.94,Non-Family,Non-Family
2011000308413,Northeast,New England,25,Non-Family,English only,11.65,Non-Family,Non-Family
2011000374363,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001089992,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001143055,Northeast,New England,25,10.66,English only,10.66,1,2
2011001281294,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001331003,Northeast,New England,25,9.71,Other Non-English,11.06,1,2
2011001500976,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000512883,Northeast,New England,25,Non-Family,English only,12.47,Non-Family,Non-Family
2012001370375,Northeast,New England,25,Non-Family,English only,10.91,Non-Family,Non-Family
2013000391512,Northeast,New England,25,13.2,English only,13.2,1,5
2013000395489,Northeast,New England,25,12.34,English only,12.34,3+,5
2013001296188,Northeast,New England,25,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000114065,Midwest,East North Central,26,10.73,English only,10.73,0,2
2009000359465,Midwest,East North Central,26,Non-Family,English only,8.86,Non-Family,Non-Family
2009000879590,Midwest,East North Central,26,Non-Family,English only,12.29,Non-Family,Non-Family
2009001195638,Midwest,East North Central,26,12.92,English only,12.92,2,3
2009001362972,Midwest,East North Central,26,12.08,English only,12.08,2,3
2010000098642,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000513556,Midwest,East North Central,26,11.53,English only,11.53,2,3
2010000958838,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001075494,Midwest,East North Central,26,8.93,English only,8.93,0,2
2010001363238,Midwest,East North Central,26,Non-Family,English only,9.98,Non-Family,Non-Family
2011000360110,Midwest,East North Central,26,Non-Family,English only,9.54,Non-Family,Non-Family
2011000422342,Midwest,East North Central,26,11.4,English only,11.4,1,2
2011000463577,Midwest,East North Central,26,12.1,English only,12.29,2,2
2011000469494,Midwest,East North Central,26,Non-Family,English only,10.41,Non-Family,Non-Family
2011000565852,Midwest,East North Central,26,Non-Family,English only,11.06,Non-Family,Non-Family
2011000581602,Midwest,East North Central,26,Non-Family,English only,9.45,Non-Family,Non-Family
2011000584180,Midwest,East North Central,26,10.5,English only,10.5,0,2
2011000702748,Midwest,East North Central,26,11.06,English only,11.06,0,2
2011000952670,Midwest,East North Central,26,11.62,English only,11.62,2,6
2011001029520,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001356916,Midwest,East North Central,26,Non-Family,English only,12.03,Non-Family,Non-Family
2011001469209,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001497485,Midwest,East North Central,26,10.6,English only,10.6,1,2
2012000078549,Midwest,East North Central,26,Non-Family,English only,10.49,Non-Family,Non-Family
2012000091347,Midwest,East North Central,26,10.67,Other Non-English,10.67,0,2
2012000128522,Midwest,East North Central,26,10.63,English only,10.63,0,2
2012000421264,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000686088,Midwest,East North Central,26,11.45,English only,11.45,2,2
2012001178834,Midwest,East North Central,26,Non-Family,English only,7.62,Non-Family,Non-Family
2012001318220,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000068913,Midwest,East North Central,26,9.67,English only,9.67,1,3
2013000503714,Midwest,East North Central,26,10.36,English only,11.04,1,4
2013000578007,Midwest,East North Central,26,Non-Family,English only,11.38,Non-Family,Non-Family
2013000638849,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001106086,Midwest,East North Central,26,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001265071,Midwest,East North Central,26,Non-Family,English only,10.96,Non-Family,Non-Family
2013001320936,Midwest,East North Central,26,Non-Family,English only,9.83,Non-Family,Non-Family
2009000076445,Midwest,West North Central,27,11.39,English only,12.27,2,3
2009000162111,Midwest,West North Central,27,Non-Family,English only,11.19,Non-Family,Non-Family
2009000336045,Midwest,West North Central,27,12.13,English only,12.13,2,2
2009000425171,Midwest,West North Central,27,11.99,English only,11.99,0,2
2009000767581,Midwest,West North Central,27,13.22,English only,13.22,2,2
2009000797536,Midwest,West North Central,27,12.01,English only,12.01,2,3
2009001070698,Midwest,West North Central,27,12.45,English only,12.45,1,2
2010000778527,Midwest,West North Central,27,11.26,English only,11.26,1,2
2010001181212,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001246133,Midwest,West North Central,27,Non-Family,English only,10.08,Non-Family,Non-Family
2011000293599,Midwest,West North Central,27,Non-Family,English only,10.81,Non-Family,Non-Family
2011000618592,Midwest,West North Central,27,Non-Family,English only,10.21,Non-Family,Non-Family
2011000646763,Midwest,West North Central,27,12.16,English only,12.16,2,2
2011001142839,Midwest,West North Central,27,Non-Family,English only,9.97,Non-Family,Non-Family
2011001240818,Midwest,West North Central,27,Non-Family,English only,11.64,Non-Family,Non-Family
2011001466700,Midwest,West North Central,27,11.79,English only,11.79,2,2
2012000086802,Midwest,West North Central,27,10.57,English only,10.57,0,2
2012000217465,Midwest,West North Central,27,11.13,English only,11.13,0,2
2012000661193,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000797527,Midwest,West North Central,27,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001121808,Midwest,West North Central,27,11.93,English only,11.93,3+,5
2013000038740,Midwest,West North Central,27,Non-Family,English only,7.84,Non-Family,Non-Family
2013000914012,Midwest,West North Central,27,11.97,English only,11.97,2,4
2013001309685,Midwest,West North Central,27,Non-Family,English only,11.38,Non-Family,Non-Family
2013001331175,Midwest,West North Central,27,Non-Family,English only,11.94,Non-Family,Non-Family
2009000130539,South,East South Central,28,11.68,Other Non-English,11.68,2,4
2009000398874,South,East South Central,28,10.85,English only,10.85,1,3
2009000544494,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000591044,South,East South Central,28,9.5,English only,11.28,1,2
2010000675564,South,East South Central,28,10.76,English only,10.76,2,2
2010000898437,South,East South Central,28,10.98,English only,10.98,1,2
2010000961630,South,East South Central,28,11.32,English only,11.32,1,2
2011000043828,South,East South Central,28,11.53,English only,11.53,2,3
2011000087663,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000434702,South,East South Central,28,12.21,English only,12.21,1,2
2011000748268,South,East South Central,28,10.13,English only,10.13,2,2
2011000815879,South,East South Central,28,0,English only,0,0,2
2012000063345,South,East South Central,28,11.37,English only,11.37,2,4
2012000884089,South,East South Central,28,Non-Family,English only,11.09,Non-Family,Non-Family
2012000904998,South,East South Central,28,11.69,English only,11.69,2,5
2013000741992,South,East South Central,28,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000889497,South,East South Central,28,10.85,English only,10.85,2,5
2009000010093,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000716362,Midwest,West North Central,29,12.42,English only,12.42,3+,3
2009000857293,Midwest,West North Central,29,11.65,English only,11.65,2,2
2009001010224,Midwest,West North Central,29,11.49,English only,11.49,2,2
2009001220248,Midwest,West North Central,29,11.56,English only,11.56,2,2
2010000231571,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001071265,Midwest,West North Central,29,Non-Family,English only,12.06,Non-Family,Non-Family
2010001276769,Midwest,West North Central,29,Non-Family,English only,10.62,Non-Family,Non-Family
2011001081249,Midwest,West North Central,29,11.67,English only,11.67,2,3
2011001090127,Midwest,West North Central,29,13.04,Other Non-English,13.04,3+,3
2011001098903,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011001118504,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000041861,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012000277982,Midwest,West North Central,29,10.25,English only,10.25,2,2
2012000476924,Midwest,West North Central,29,11.84,English only,11.84,2,2
2012000517958,Midwest,West North Central,29,Non-Family,English only,11.98,Non-Family,Non-Family
2012000807349,Midwest,West North Central,29,11.53,English only,11.53,3+,3
2012000807723,Midwest,West North Central,29,Non-Family,English only,10.2,Non-Family,Non-Family
2012000807933,Midwest,West North Central,29,11.43,English only,11.43,2,2
2012000961709,Midwest,West North Central,29,12.43,English only,12.43,1,2
2012001230952,Midwest,West North Central,29,11.83,English only,11.83,3+,5
2013000258587,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000390732,Midwest,West North Central,29,9.45,English only,9.45,1,6
2013000612779,Midwest,West North Central,29,10.68,English only,11.09,2,2
2013001365213,Midwest,West North Central,29,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001374228,West,Mountain,30,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001008931,West,Mountain,30,12.28,English only,12.28,2,2
2011000884802,West,Mountain,30,Non-Family,English only,11.06,Non-Family,Non-Family
2012000131583,West,Mountain,30,11.75,English only,11.75,1,2
2009000783384,Midwest,West North Central,31,11.06,English only,11.06,0,2
2010000840488,Midwest,West North Central,31,11.96,English only,11.96,2,2
2010000949330,Midwest,West North Central,31,Non-Family,English only,9.95,Non-Family,Non-Family
2011000442614,Midwest,West North Central,31,Non-Family,English only,10.88,Non-Family,Non-Family
2011001104802,Midwest,West North Central,31,11.69,English only,11.69,2,4
2011001195192,Midwest,West North Central,31,12.29,English only,12.29,2,2
2011001285274,Midwest,West North Central,31,Non-Family,English only,10.59,Non-Family,Non-Family
2012000310591,Midwest,West North Central,31,Non-Family,English only,10.87,Non-Family,Non-Family
2012000638319,Midwest,West North Central,31,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013000649187,Midwest,West North Central,31,11.6,English only,11.6,1,2
2009001292552,West,Mountain,32,12.84,English only,12.84,2,2
2010000208579,West,Mountain,32,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000924048,West,Mountain,32,12.33,English only,12.33,3+,4
2010001007005,West,Mountain,32,11.84,Other Non-English,11.84,1,7
2010001383461,West,Mountain,32,Non-Family,English only,11.02,Non-Family,Non-Family
2011000985028,West,Mountain,32,10.07,English only,10.07,0,2
2012000131563,West,Mountain,32,Non-Family,English only,9.76,Non-Family,Non-Family
2012000830013,West,Mountain,32,Non-Family,English only,11.05,Non-Family,Non-Family
2013001128020,West,Mountain,32,12.91,Other Non-English,12.91,1,2
2009001068495,Northeast,New England,33,Non-Family,English only,12.45,Non-Family,Non-Family
2010000635402,Northeast,New England,33,Non-Family,Other Non-English,12.13,Non-Family,Non-Family
2010001112709,Northeast,New England,33,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2011000392765,Northeast,New England,33,11.87,English only,11.87,0,2
2011000932236,Northeast,New England,33,11.34,English only,11.34,2,2
2011001263954,Northeast,New England,33,10.17,English only,10.17,0,2
2013000087733,Northeast,New England,33,10.9,English only,11.44,1,4
2013000315410,Northeast,New England,33,10.6,English only,10.6,2,4
2013000547431,Northeast,New England,33,10.94,English only,10.94,1,2
2013001131140,Northeast,New England,33,Non-Family,English only,10.42,Non-Family,Non-Family
2009000386730,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000406076,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000415187,Northeast,Middle Atlantic,34,Non-Family,English only,11.33,Non-Family,Non-Family
2009000657991,Northeast,Middle Atlantic,34,Non-Family,Other Non-English,10.75,Non-Family,Non-Family
2009000794520,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009001112700,Northeast,Middle Atlantic,34,14.26,English only,14.26,2,2
2010000294674,Northeast,Middle Atlantic,34,11.35,English only,11.35,0,2
2010000531904,Northeast,Middle Atlantic,34,10.35,English only,10.35,2,7
2010000705549,Northeast,Middle Atlantic,34,Non-Family,Other Non-English,13.52,Non-Family,Non-Family
2010000893244,Northeast,Middle Atlantic,34,11.43,English only,11.43,2,2
2010001142481,Northeast,Middle Atlantic,34,12.99,English only,12.99,3+,4
2010001256691,Northeast,Middle Atlantic,34,13.63,Other Non-English,13.63,2,5
2011000147019,Northeast,Middle Atlantic,34,11.84,English only,11.84,2,2
2011000680003,Northeast,Middle Atlantic,34,Non-Family,English only,10.25,Non-Family,Non-Family
2011001058552,Northeast,Middle Atlantic,34,Non-Family,English only,10.44,Non-Family,Non-Family
2011001135856,Northeast,Middle Atlantic,34,10.37,Other Non-English,11.22,1,4
2011001460414,Northeast,Middle Atlantic,34,Non-Family,Other Non-English,12.91,Non-Family,Non-Family
2012000248718,Northeast,Middle Atlantic,34,Non-Family,English only,11.31,Non-Family,Non-Family
2012000530208,Northeast,Middle Atlantic,34,12.15,Other Non-English,12.15,1,4
2012000791584,Northeast,Middle Atlantic,34,12.31,English only,12.31,2,4
2012001083992,Northeast,Middle Atlantic,34,12.24,English only,12.24,2,4
2012001146750,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2012001264655,Northeast,Middle Atlantic,34,11.09,English only,11.09,2,4
2012001382800,Northeast,Middle Atlantic,34,11.1,English only,11.66,2,3
2013000505699,Northeast,Middle Atlantic,34,11.42,English only,11.42,3+,3
2013000750536,Northeast,Middle Atlantic,34,Non-Family,Other Non-English,10.28,Non-Family,Non-Family
2013001003194,Northeast,Middle Atlantic,34,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2013001098170,Northeast,Middle Atlantic,34,0,Other Non-English,9.28,0,2
2013001291185,Northeast,Middle Atlantic,34,11.85,English only,11.85,2,3
2009000059479,West,Mountain,35,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000162927,West,Mountain,35,11.91,English only,11.91,1,5
2009000319121,West,Mountain,35,12.69,English only,12.69,2,2
2009001063569,West,Mountain,35,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000939610,West,Mountain,35,11.38,Other Non-English,11.38,2,5
2010001070971,West,Mountain,35,Non-Family,English only,10.06,Non-Family,Non-Family
2010001288249,West,Mountain,35,11.12,English only,11.12,1,2
2011001273770,West,Mountain,35,10.92,Other Non-English,10.92,1,8
2013000201809,West,Mountain,35,9.98,English only,9.98,1,2
2013000470518,West,Mountain,35,Non-Family,English only,11.03,Non-Family,Non-Family
2013000573462,West,Mountain,35,11.6,Other Non-English,11.6,2,6
2009000256818,Northeast,Middle Atlantic,36,Non-Family,English only,12.58,Non-Family,Non-Family
2009000282804,Northeast,Middle Atlantic,36,12.24,Other Non-English,12.24,3+,3
2009000316197,Northeast,Middle Atlantic,36,12.4,English only,12.4,3+,3
2009000481890,Northeast,Middle Atlantic,36,13.13,English only,13.13,2,4
2009000653402,Northeast,Middle Atlantic,36,10.94,English only,10.94,0,2
2009000783529,Northeast,Middle Atlantic,36,12.41,English only,12.41,2,2
2009000792842,Northeast,Middle Atlantic,36,Non-Family,English only,11.65,Non-Family,Non-Family
2009000829156,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2009000936361,Northeast,Middle Atlantic,36,Non-Family,English only,13.48,Non-Family,Non-Family
2009000950258,Northeast,Middle Atlantic,36,11.64,English only,11.64,2,2
2009001186558,Northeast,Middle Atlantic,36,11.86,English only,11.86,2,2
2009001242827,Northeast,Middle Atlantic,36,11.42,English only,11.42,2,2
2009001352385,Northeast,Middle Atlantic,36,12.36,English only,12.36,2,2
2009001371534,Northeast,Middle Atlantic,36,10.25,English only,10.25,1,3
2010000273185,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010000401885,Northeast,Middle Atlantic,36,10.76,English only,10.76,0,2
2010000917973,Northeast,Middle Atlantic,36,Non-Family,English only,11.76,Non-Family,Non-Family
2010001023575,Northeast,Middle Atlantic,36,12.54,English only,12.54,2,4
2010001269904,Northeast,Middle Atlantic,36,Non-Family,Non-Family,Non-Family,Non-Family,Non-Family
2010001305105,Northeast,Middle Atlantic,36,Non-Family,English only,10.84,Non-Family,Non-Family
2010001327003,Northeast,Middle Atlantic,36,10.45,Other Non-English,10.45,2,3
