id,name,host_id,host_name,host_since,host_is_superhost,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,is_business_travel_ready,calculated_host_listings_count,reviews_per_month,neighborhood
945748,Luxury Interior Designer’s GH/Apt -  Pac Heights,5124146,Toni,2013-02-17,f,Presidio Heights,94118,37.784209999999995,-122.45896,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",100.0,2,29,25,55,85,360,126,2017-04-17,2020-02-26,t,f,2,3.29,Presidio Heights
968046,Private Bedroom w/ share Bathroom,5284406,Pk,2013-03-02,f,Excelsior,94112,37.72098,-122.43158999999999,t,Condominium,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'High chair', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",30.0,2,1125,29,59,89,364,115,2013-07-28,2020-01-16,f,f,1,1.38,Excelsior
980783,Potrero Hill Retreat,5371124,Katie,2013-03-08,t,Potrero Hill,94107,37.7646,-122.40415,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Cleaning before checkout', 'Trash can']",90.0,30,120,8,8,8,270,152,2013-05-15,2020-04-07,f,f,1,1.77,Potrero Hill
992530,FURNISHED ROOM ALL INCLUSIVE - MISSION DISTRICT 40,483486,Natalia,2011-04-04,f,Mission District,94110,37.75972,-122.41913000000001,t,House,Private room,2,6.0,1.0,0.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",0.0,30,1100,29,59,89,364,4,2014-05-02,2015-01-20,f,f,3,0.05,Mission
992676,Tranquil Suite Oasis,3306715,Kate,2012-08-19,t,Glen Park,94131,37.73485,-122.43406999999999,f,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Kitchenette', 'Full kitchen']",50.0,1,27,0,5,35,125,590,2013-04-17,2020-03-10,t,f,1,6.78,Glen Park
1003756,AIRBNB EMPLOYEES:  2Bdrm Flat + Great Views,3347282,Joshua,2012-08-23,f,Potrero Hill,94107,37.75963,-122.40191999999999,t,Condominium,Entire home/apt,2,1.5,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",140.0,2,18,0,0,0,0,25,2013-10-06,2019-12-14,f,f,3,0.31,Potrero Hill
1011751,OceanView+ Breakfast+Parking+3bath:Master Bedroom,5565510,Lulu,2013-03-21,t,Balboa Terrace,94127,37.73429,-122.46413000000001,t,House,Private room,2,3.0,1.0,1.0,"['Internet', 'Wifi', 'Free parking on premises', 'Breakfast', 'Free street parking', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Shower gel', 'Trash can']",49.0,2,30,28,58,88,363,105,2013-04-23,2020-02-24,f,f,5,1.21,Oceanview/Merced/Ingleside
1015336,Beautiful Home close to the water,3998807,Jacinta,2012-10-28,t,Marina,94123,37.80507,-122.44358000000001,t,House,Entire home/apt,5,2.0,3.0,3.0,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Children’s books and toys', 'Room-darkening shades']",250.0,30,90,29,59,89,364,4,2015-08-10,2015-12-27,f,f,2,0.07,Marina
1016604,Entire 3br Beautiful Edwardian Home,58930,David,2009-12-01,t,Richmond District,94118,37.78027,-122.46108000000001,t,House,Entire home/apt,7,2.0,3.0,6.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven']",50.0,4,7,0,0,0,159,14,2014-06-24,2020-01-01,f,f,4,0.19,Richmond District
1017799,"Garden View Inner Sunset, UCSF, Golden Gate Park",4670031,Kameh,2013-01-11,f,Inner Sunset,94122,37.76043,-122.46203,t,Apartment,Private room,1,1.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Lockbox', 'Hot water', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'Paid parking on premises']",30.0,1,1125,7,17,17,171,234,2013-04-15,2020-03-16,f,f,3,2.69,Inner Sunset
1037251,Cozy & Convenient easy fwy Access,698337,Emily,2011-06-13,f,Bernal Heights,94110,37.74308,-122.40678999999999,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other', 'Shower gel']",60.0,30,90,30,60,90,180,91,2013-04-15,2019-09-30,t,f,2,1.05,Bernal Heights
1069167,Private apartment within our home & easy parking!,511458,Jenifer & Bob,2011-04-15,t,Bayview,94124,37.74054,-122.38361,t,Guest suite,Private room,2,1.0,1.0,1.0,"['Internet', 'Wifi', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",38.0,1,30,0,0,0,65,354,2014-01-27,2020-03-07,f,f,1,4.57,Bayview Hunters Point
1076743,2BD Russian Hill Hideaway,887032,Jarret,2011-07-29,t,Russian Hill,94109,37.79951,-122.41713999999999,t,Condominium,Entire home/apt,4,1.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed']",120.0,2,90,28,55,85,357,123,2013-04-29,2020-02-28,f,f,1,1.42,Russian Hill
1080408,Downtown View Room Near Castro,5381076,John,2013-03-08,t,The Castro,94114,37.760940000000005,-122.44388000000001,t,House,Private room,2,1.0,1.0,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Free street parking', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",50.0,1,30,0,1,1,1,67,2015-01-02,2019-11-03,t,f,2,1.01,Castro/Upper Market
1083810,Cozy: Walk to Downtown Castro & Noe,5959211,Kat,2013-04-16,f,Noe Valley,94114,37.752759999999995,-122.43513,t,House,Private room,2,2.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Self check-in', 'Lockbox', 'Microwave', 'Oven', 'Stove']",50.0,1,1125,0,0,0,37,9,2014-06-01,2019-10-27,f,f,1,0.12,Noe Valley
1084068,Modern Sanctuary Abundance of Light,5960567,Karina,2013-04-16,f,SoMa,94107,37.77967,-122.40378999999999,t,Loft,Entire home/apt,2,1.5,1.0,2.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo']",175.0,365,730,30,60,90,365,40,2013-05-13,2015-03-19,f,f,2,0.46,South of Market
1098003,"Lovely, Unique Home Near Everything",6034365,Nico,2013-04-22,t,Duboce Triangle,94117,37.77093,-122.43008,t,House,Entire home/apt,6,3.0,3.0,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Hot tub', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Children’s books and toys', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed']",150.0,3,1125,0,0,0,151,40,2013-07-23,2020-01-02,f,f,1,0.48,Castro/Upper Market
1106534,Private Cottage in Noe Valley with parking!,6074928,Rachel,2013-04-24,f,Diamond Heights,94131,37.74553,-122.43805,t,Guesthouse,Entire home/apt,5,1.0,2.0,3.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",125.0,30,90,27,57,87,362,95,2013-06-20,2019-08-10,t,f,1,1.12,Glen Park
1109534,Elegant 3-bedroom gem in Pacific Heights,6090420,James,2013-04-25,f,Pacific Heights,94115,37.7909,-122.43397,t,Condominium,Entire home/apt,6,2.0,3.0,4.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",150.0,2,18,0,0,0,0,9,2018-09-28,2019-11-27,t,f,1,0.44,Pacific Heights
1110001,"Charming, Cozy, Beautiful Home w/lush garden patio",1479905,Samantha,2011-12-06,t,Noe Valley,94131,37.743559999999995,-122.42908,t,House,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Dog(s)', 'Cat(s)', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",100.0,30,90,28,58,83,83,85,2013-08-12,2019-07-15,f,f,2,1.02,Noe Valley
1138420,GORGEOUS COW HOLLOW LARGE 1BR w/ GG BRIDGE VIEWS!,304086,Jaime,2010-11-29,f,Pacific Heights,94123,37.79575,-122.43308,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Wide hallways']",250.0,30,365,23,53,83,138,13,2013-08-12,2014-08-18,f,f,1,0.16,Pacific Heights
1138764,SF Penthouse right next to the Moscone Center,3169829,Anjan,2012-08-06,t,SoMa,94103,37.78433,-122.39983000000001,t,Apartment,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'EV charger', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Other', 'Paid parking on premises']",50.0,2,300,30,60,90,90,16,2013-05-19,2020-02-28,f,f,2,0.19,South of Market
1142101,"3 Bedroom House Near Beach & Golden Gate Park, SF",5300981,Christine,2013-03-03,f,Outer Sunset,94122,37.75727,-122.50098999999999,t,House,Entire home/apt,7,2.0,3.0,5.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Bathtub', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Firm mattress']",130.0,7,30,8,8,8,8,18,2014-07-12,2019-07-06,f,f,1,0.25,Sunset/Parkside
1148625,Haight Ashbury private room w/private half bath,6296873,Dennis,2013-05-08,t,Haight-Ashbury,94117,37.76848,-122.44556000000001,t,Condominium,Private room,1,1.5,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",25.0,3,14,29,59,89,89,315,2013-07-03,2020-03-30,t,f,1,3.73,Haight Ashbury
1150867,"Tranquil, Stylish Studio Combining Indoor with Outdoors",6307640,Annabelle,2013-05-09,t,Haight-Ashbury,94117,37.76846,-122.43863,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Crib', 'Room-darkening shades', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'No stairs or steps to enter', 'Wide entrance', 'Extra space around bed', 'No stairs or steps to enter', 'Wide entryway', 'Heated floors', 'Kitchenette', 'Mini fridge', 'Smart TV', 'Rain shower', 'Terrace', 'Sun loungers', 'Outdoor seating', 'Walk-in shower', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials', 'Roll-in shower']",60.0,2,29,23,53,83,358,342,2013-07-08,2020-03-14,f,f,1,4.06,Haight Ashbury
1151864,"Luxury 2BR Condo S Beach (gym,pool)",1810104,Michelle,2012-02-25,f,South Beach,94107,37.784,-122.39018999999999,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer']",250.0,180,180,23,53,83,358,1,2013-10-22,2013-10-22,f,f,1,0.01,Financial District/South Beach
1159284,TELEGRAPH HILL WATERFRONT CONDO. VIEWS/DECKS/PARK,5548292,Shaun,2013-03-20,f,Telegraph Hill,94111,37.8039,-122.40661000000001,t,Condominium,Entire home/apt,3,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Single level home', 'Patio or balcony', 'Long term stays allowed', 'Waterfront', 'Shower gel']",300.0,30,180,29,59,89,364,4,2014-02-28,2020-03-16,f,f,1,0.05,North Beach
1174214,Private Bd/Bth Gorgeous Marina home,3080489,Beth,2012-07-28,f,Marina,94123,37.80539,-122.43636000000001,t,Townhouse,Private room,2,1.5,1.0,0.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Smart lock', 'Stair gates', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Baking sheet', 'Barbecue utensils', 'Trash can']",90.0,2,1125,30,48,48,314,31,2013-05-22,2018-05-28,f,f,3,0.36,Marina
1174758,SF- Bridge Suite on Telegraph Hill,6428420,Victoria,2013-05-16,f,Telegraph Hill,94133,37.80102,-122.40395,t,Apartment,Entire home/apt,2,1.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace']",100.0,30,90,27,57,87,362,3,2014-10-03,2016-10-07,f,f,2,0.04,North Beach
1180103,Hayes Valley Classic Victorian Flat,6456352,Heidi,2013-05-18,f,Alamo Square,94117,37.77537,-122.43139,t,House,Entire home/apt,6,2.0,3.0,4.0,"['TV', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Hair dryer']",220.0,4,1125,0,13,15,229,14,2013-07-04,2019-07-28,f,f,1,0.17,Hayes Valley
1182465,"Zen Castro Apt, quiet deck, large kitchen",1263999,Francisco,2011-10-08,f,The Castro,94114,37.75734,-122.44046000000002,t,Apartment,Entire home/apt,4,1.0,2.0,3.0,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Baby monitor', 'Outlet covers', 'Bathtub', 'High chair', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Fireplace guards', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",99.0,2,1125,0,0,0,0,40,2013-06-02,2019-12-28,f,f,1,0.47,Castro/Upper Market
